ID_EV,PERMNO,DCLRDT,DATE,RELAY ,RET,AR ,CAR
1,10026,2004/12/2,2004/11/17,-10,1.597373188,0.987284188,0.987284188
1,10026,2004/12/2,2004/11/18,-9,0.796896219,0.779231269,1.766515457
1,10026,2004/12/2,2004/11/19,-8,-1.858972199,-0.869560199,0.896955258
1,10026,2004/12/2,2004/11/22,-7,2.111912146,1.493625646,2.390580904
1,10026,2004/12/2,2004/11/23,-6,-0.063971413,-0.151248903,2.239332001
1,10026,2004/12/2,2004/11/24,-5,0.490718056,-0.022817144,2.216514857
1,10026,2004/12/2,2004/11/26,-4,1.146498788,0.966195388,3.182710245
1,10026,2004/12/2,2004/11/29,-3,0.146934704,0.373214604,3.555924849
1,10026,2004/12/2,2004/11/30,-2,-1.257594768,-0.928554368,2.627370481
1,10026,2004/12/2,2004/12/1,-1,0.148587755,-1.258466245,1.368904237
1,10026,2004/12/2,2004/12/2,0,-0.317934551,-0.156404851,1.212499385
1,10026,2004/12/2,2004/12/3,1,0.786737725,0.661552025,1.87405141
1,10026,2004/12/2,2004/12/6,2,-0.696206372,-0.569032372,1.305019038
1,10026,2004/12/2,2004/12/7,3,-4.227741435,-3.068243435,-1.763224397
1,10026,2004/12/2,2004/12/8,4,0.909493864,0.500559864,-1.262664533
1,10026,2004/12/2,2004/12/9,5,1.758626476,1.342322576,0.079658043
1,10026,2004/12/2,2004/12/10,6,1.317780465,1.349910905,1.429568947
1,10026,2004/12/2,2004/12/13,7,0.479740882,-0.371457018,1.05811193
1,10026,2004/12/2,2004/12/14,8,-0.234043854,-0.664043454,0.394068475
1,10026,2004/12/2,2004/12/15,9,0.853063632,0.476141032,0.870209507
1,10026,2004/12/2,2004/12/16,10,-0.422924012,-0.096590812,0.773618695
1,10026,2004/12/2,2004/12/17,11,1.189215016,1.619289816,2.392908511
2,10044,2003/5/8,2003/4/23,-11,-0.563204987,-1.395907087,-1.395907087
2,10044,2003/5/8,2003/4/24,-10,-0.692257145,0.139706455,-1.256200632
2,10044,2003/5/8,2003/4/25,-9,-0.50697038,0.75012562,-0.506075012
2,10044,2003/5/8,2003/4/28,-8,-1.910829172,-3.596394172,-4.102469183
2,10044,2003/5/8,2003/4/29,-7,3.896106407,3.571381007,-0.531088176
2,10044,2003/5/8,2003/4/30,-6,0.250005722,0.178184752,-0.352903424
2,10044,2003/5/8,2003/5/1,-5,0,-0.02542803,-0.378331454
2,10044,2003/5/8,2003/5/2,-4,-4.11471799,-5.60316199,-5.981493445
2,10044,2003/5/8,2003/5/5,-3,-3.641095012,-3.553681592,-9.535175037
2,10044,2003/5/8,2003/5/6,-2,0.674766442,-0.187525658,-9.722700695
2,10044,2003/5/8,2003/5/7,-1,0.268096267,0.748965267,-8.973735428
2,10044,2003/5/8,2003/5/8,0,-3.342245892,-2.413463292,-11.38719872
2,10044,2003/5/8,2003/5/9,1,7.053938508,5.701863508,-5.685335212
2,10044,2003/5/8,2003/5/12,2,-4.263564944,-5.491661944,-11.17699716
2,10044,2003/5/8,2003/5/13,3,3.103913926,3.293087826,-7.88390933
2,10044,2003/5/8,2003/5/14,4,-2.356018685,-2.210261985,-10.09417132
2,10044,2003/5/8,2003/5/15,5,0.402141176,-0.287922724,-10.38209404
2,10044,2003/5/8,2003/5/16,6,-0.133508036,0.068618664,-10.31347538
2,10044,2003/5/8,2003/5/19,7,1.47059001,3.67220201,-6.641273365
2,10044,2003/5/8,2003/5/20,8,-0.263504358,-0.232655098,-6.873928463
2,10044,2003/5/8,2003/5/21,9,5.680314824,5.283855624,-1.590072839
2,10044,2003/5/8,2003/5/22,10,1.874995232,0.967905232,-0.622167607
2,10044,2003/5/8,2003/5/23,11,-1.840486191,-2.112089091,-2.734256699
3,10085,2004/8/18,2004/8/3,-11,3.890730813,4.556926713,4.556926713
3,10085,2004/8/18,2004/8/4,-10,0.318724802,0.545916402,5.102843115
3,10085,2004/8/18,2004/8/5,-9,-2.501989901,-0.910070901,4.192772214
3,10085,2004/8/18,2004/8/6,-8,0.977603626,2.471986626,6.664758839
3,10085,2004/8/18,2004/8/9,-7,1.129482687,1.116334567,7.781093406
3,10085,2004/8/18,2004/8/10,-6,-0.279216981,-1.598402981,6.182690425
3,10085,2004/8/18,2004/8/11,-5,2.95999907,3.29830747,9.480997895
3,10085,2004/8/18,2004/8/12,-4,-2.175600082,-1.012557082,8.468440813
3,10085,2004/8/18,2004/8/13,-3,1.389993541,1.193907041,9.662347854
3,10085,2004/8/18,2004/8/16,-2,-0.1175115,-1.5151435,8.147204354
3,10085,2004/8/18,2004/8/17,-1,2.07843408,1.78568788,9.932892234
3,10085,2004/8/18,2004/8/18,0,0.307337381,-0.979147619,8.953744615
3,10085,2004/8/18,2004/8/19,1,2.451165766,2.764914866,11.71865948
3,10085,2004/8/18,2004/8/20,2,0.93457941,0.11753281,11.83619229
3,10085,2004/8/18,2004/8/23,3,2.074072137,2.417839237,14.25403153
3,10085,2004/8/18,2004/8/24,4,-2.830184251,-2.887945881,11.36608565
3,10085,2004/8/18,2004/8/25,5,0.448091608,-0.351629092,11.01445655
3,10085,2004/8/18,2004/8/26,6,4.275091738,4.309998798,15.32445535
3,10085,2004/8/18,2004/8/27,7,-0.463455124,-0.761326824,14.56312853
3,10085,2004/8/18,2004/8/30,8,0.787963159,1.601353659,16.16448219
3,10085,2004/8/18,2004/8/31,9,-0.286840904,-0.795828204,15.36865398
3,10085,2004/8/18,2004/9/1,10,-1.366411988,-1.707616088,13.6610379
3,10085,2004/8/18,2004/9/2,11,1.71344988,0.65709988,14.31813778
4,10107,2003/1/16,2003/1/2,-10,3.907157481,0.861971481,0.861971481
4,10107,2003/1/16,2003/1/3,-9,0.130304717,0.164148737,1.026120218
4,10107,2003/1/16,2003/1/6,-8,1.821899042,-0.197133958,0.82898626
4,10107,2003/1/16,2003/1/7,-7,1.880589314,2.532367814,3.361354074
4,10107,2003/1/16,2003/1/8,-6,-2.795694582,-1.469647582,1.891706491
4,10107,2003/1/16,2003/1/9,-5,2.89454218,1.07906118,2.970767671
4,10107,2003/1/16,2003/1/10,-4,0.197091559,0.138667999,3.10943567
4,10107,2003/1/16,2003/1/13,-3,0.840488635,0.952538335,4.061974005
4,10107,2003/1/16,2003/1/14,-2,1.028554421,0.495357621,4.557331626
4,10107,2003/1/16,2003/1/15,-1,-1.22871818,0.00510082,4.562432446
4,10107,2003/1/16,2003/1/16,0,-1.634977758,-1.345723558,3.216708888
4,10107,2003/1/16,2003/1/17,1,-7.028003037,-5.642740037,-2.426031149
4,10107,2003/1/16,2003/1/21,2,-0.252618059,1.278759941,-1.147271207
4,10107,2003/1/16,2003/1/22,3,-0.642902451,0.251028949,-0.896242258
4,10107,2003/1/16,2003/1/23,4,2.509801462,1.509744462,0.613502204
4,10107,2003/1/16,2003/1/24,5,-4.648049548,-2.035953548,-1.422451344
4,10107,2003/1/16,2003/1/27,6,-1.364092901,0.270349099,-1.152102245
4,10107,2003/1/16,2003/1/28,7,-0.711813057,-1.899835057,-3.051937302
4,10107,2003/1/16,2003/1/29,8,2.232691832,1.602716132,-1.44922117
4,10107,2003/1/16,2003/1/30,9,-3.346019238,-1.339072238,-2.788293409
4,10107,2003/1/16,2003/1/31,10,-1.616920717,-2.882473717,-5.670767126
5,10205,1999/4/22,1999/4/7,-11,-7.586207241,-7.997395841,-7.997395841
5,10205,1999/4/22,1999/4/8,-10,5.970149115,4.647812115,-3.349583726
5,10205,1999/4/22,1999/4/9,-9,-2.816901356,-3.282379656,-6.631963382
5,10205,1999/4/22,1999/4/12,-8,14.49275315,13.59289815,6.960934766
5,10205,1999/4/22,1999/4/13,-7,-1.265822817,-0.989299317,5.971635449
5,10205,1999/4/22,1999/4/14,-6,1.282051299,2.632317299,8.603952748
5,10205,1999/4/22,1999/4/15,-5,1.265822817,1.590028217,10.19398096
5,10205,1999/4/22,1999/4/16,-4,2.500000037,2.642685037,12.836666
5,10205,1999/4/22,1999/4/19,-3,-5.48780486,-3.14437686,9.692289142
5,10205,1999/4/22,1999/4/20,-2,-1.935483888,-3.229159888,6.463129254
5,10205,1999/4/22,1999/4/21,-1,-4.605263099,-7.061866099,-0.598736845
5,10205,1999/4/22,1999/4/22,0,1.37931034,0.04075034,-0.557986505
5,10205,1999/4/22,1999/4/23,1,3.401360661,3.292426961,2.734440456
5,10205,1999/4/22,1999/4/26,2,3.157894686,2.698934686,5.433375142
5,10205,1999/4/22,1999/4/27,3,0,-0.1122199,5.321155242
5,10205,1999/4/22,1999/4/28,4,7.692307979,8.502331979,13.82348722
5,10205,1999/4/22,1999/4/29,5,-2.380952425,-1.934889525,11.8885977
5,10205,1999/4/22,1999/4/30,6,-2.439024299,-2.001214399,9.887383296
5,10205,1999/4/22,1999/5/3,7,-2.500000037,-3.680485037,6.206898259
5,10205,1999/4/22,1999/5/4,8,0,1.429192,7.636090259
5,10205,1999/4/22,1999/5/5,9,-2.564102598,-3.555109498,4.080980761
5,10205,1999/4/22,1999/5/6,10,0,1.071578,5.152558761
5,10205,1999/4/22,1999/5/7,11,0,-0.8534797,4.299079061
6,10214,1997/4/8,1997/3/24,-10,5.882352963,5.397423363,5.397423363
6,10214,1997/4/8,1997/3/25,-9,1.388888899,1.421080909,6.818504272
6,10214,1997/4/8,1997/3/26,-8,1.369863003,1.117659303,7.936163576
6,10214,1997/4/8,1997/3/27,-7,-2.702702768,-0.847350768,7.088812808
6,10214,1997/4/8,1997/3/31,-6,0,2.19889,9.287702808
6,10214,1997/4/8,1997/4/1,-5,0,-0.1821395,9.105563308
6,10214,1997/4/8,1997/4/2,-4,0,1.131221,10.23678431
6,10214,1997/4/8,1997/4/3,-3,0,0.02719916,10.26398347
6,10214,1997/4/8,1997/4/4,-2,0,-1.111619,9.152364468
6,10214,1997/4/8,1997/4/7,-1,0,-0.7864153,8.365949168
6,10214,1997/4/8,1997/4/8,0,0,-0.4190484,7.946900768
6,10214,1997/4/8,1997/4/9,1,8.333333582,8.870174882,16.81707565
6,10214,1997/4/8,1997/4/10,2,5.405405536,5.808147236,22.62522289
6,10214,1997/4/8,1997/4/11,3,0,2.412707,25.03792989
6,10214,1997/4/8,1997/4/14,4,-2.564102598,-3.080417398,21.95751249
6,10214,1997/4/8,1997/4/15,5,2.631578967,1.432014967,23.38952746
6,10214,1997/4/8,1997/4/16,6,0,-0.8115219,22.57800556
6,10214,1997/4/8,1997/4/17,7,0,0.08540341,22.66340897
6,10214,1997/4/8,1997/4/18,8,2.564102598,2.132349398,24.79575836
6,10214,1997/4/8,1997/4/21,9,-3.750000149,-2.822765449,21.97299291
6,10214,1997/4/8,1997/4/22,10,3.896103799,2.527673799,24.50066671
6,10214,1997/4/8,1997/4/23,11,-3.750000149,-3.748061905,20.75260481
7,10488,1985/6/4,1985/5/20,-10,0,-1.16659,-1.16659
7,10488,1985/6/4,1985/5/21,-9,0,0.01609952,-1.15049048
7,10488,1985/6/4,1985/5/22,-8,-4.651162773,-4.102040673,-5.252531153
7,10488,1985/6/4,1985/5/23,-7,3.658536449,4.123863249,-1.128667904
7,10488,1985/6/4,1985/5/24,-6,-3.529411927,-3.870067127,-4.998735031
7,10488,1985/6/4,1985/5/28,-5,0,0.1144938,-4.884241231
7,10488,1985/6/4,1985/5/29,-4,2.439024299,2.504586709,-2.379654522
7,10488,1985/6/4,1985/5/30,-3,-1.190476213,-1.198050673,-3.577705194
7,10488,1985/6/4,1985/5/31,-2,-1.204819232,-1.964874032,-5.542579227
7,10488,1985/6/4,1985/6/3,-1,7.317072898,7.246454078,1.703874851
7,10488,1985/6/4,1985/6/4,0,-3.409091011,-3.787176611,-2.083301759
7,10488,1985/6/4,1985/6/5,1,-3.529411927,-3.680973827,-5.764275586
7,10488,1985/6/4,1985/6/6,2,0,-0.3498766,-6.114152186
7,10488,1985/6/4,1985/6/7,3,3.658536449,4.243781049,-1.870371137
7,10488,1985/6/4,1985/6/10,4,-3.529411927,-3.428441627,-5.298812764
7,10488,1985/6/4,1985/6/11,5,2.439024299,2.622142699,-2.676670064
7,10488,1985/6/4,1985/6/12,6,0,0.5733463,-2.103323764
7,10488,1985/6/4,1985/6/13,7,-4.761904851,-3.711543851,-5.814867615
7,10488,1985/6/4,1985/6/14,8,5.000000075,4.255079875,-1.559787741
7,10488,1985/6/4,1985/6/17,9,4.761904851,4.994243451,3.43445571
7,10488,1985/6/4,1985/6/18,10,-6.818182021,-7.198576921,-3.764121211
7,10488,1985/6/4,1985/6/19,11,-2.439024299,-2.250237399,-6.014358611
8,10501,1996/8/22,1996/8/7,-11,3.658536449,3.251243649,3.251243649
8,10501,1996/8/22,1996/8/8,-10,-3.529411927,-3.405946627,-0.154702978
8,10501,1996/8/22,1996/8/9,-9,4.878048599,5.115394199,4.960691221
8,10501,1996/8/22,1996/8/12,-8,-1.162790693,-1.692087893,3.268603328
8,10501,1996/8/22,1996/8/13,-7,0,0.7499384,4.018541728
8,10501,1996/8/22,1996/8/14,-6,0,-0.3878496,3.630692128
8,10501,1996/8/22,1996/8/15,-5,-3.529411927,-3.644132027,-0.013439899
8,10501,1996/8/22,1996/8/16,-4,3.658536449,3.224296849,3.21085695
8,10501,1996/8/22,1996/8/19,-3,12.94117719,12.82224359,16.03310054
8,10501,1996/8/22,1996/8/20,-2,14.58333284,14.68774474,30.72084528
8,10501,1996/8/22,1996/8/21,-1,0,0.05638152,30.7772268
8,10501,1996/8/22,1996/8/22,0,3.636363521,2.791032821,33.56825962
8,10501,1996/8/22,1996/8/23,1,14.03508782,14.36684242,47.93510204
8,10501,1996/8/22,1996/8/26,2,4.615384713,4.956888013,52.89199005
8,10501,1996/8/22,1996/8/27,3,0,-0.4129939,52.47899615
8,10501,1996/8/22,1996/8/28,4,-4.411764815,-4.446017105,48.03297905
8,10501,1996/8/22,1996/8/29,5,-7.692307979,-6.794762779,41.23821627
8,10501,1996/8/22,1996/8/30,6,0,0.5878167,41.82603297
8,10501,1996/8/22,1996/9/3,7,0,-0.1612662,41.66476677
8,10501,1996/8/22,1996/9/4,8,-1.666666754,-1.838902454,39.82586432
8,10501,1996/8/22,1996/9/5,9,0,0.9316007,40.75746502
8,10501,1996/8/22,1996/9/6,10,-3.389830515,-4.354151315,36.4033137
9,10586,1999/3/8,1999/2/22,-10,2.631578967,0.260965967,0.260965967
9,10586,1999/3/8,1999/2/23,-9,5.128205195,5.060429745,5.321395712
9,10586,1999/3/8,1999/2/24,-8,0,1.217601,6.538996712
9,10586,1999/3/8,1999/2/25,-7,-1.829268225,-1.120092425,5.418904288
9,10586,1999/3/8,1999/2/26,-6,5.590062216,6.078704316,11.4976086
9,10586,1999/3/8,1999/3/1,-5,1.764705963,1.802805173,13.30041378
9,10586,1999/3/8,1999/3/2,-4,-3.468208015,-2.820878515,10.47953526
9,10586,1999/3/8,1999/3/3,-3,-0.598802418,-0.569414008,9.910121254
9,10586,1999/3/8,1999/3/4,-2,-3.012048267,-4.360919267,5.549201988
9,10586,1999/3/8,1999/3/5,-1,1.863354072,-0.177738928,5.37146306
9,10586,1999/3/8,1999/3/8,0,12.19512224,11.53538394,16.906847
9,10586,1999/3/8,1999/3/9,1,2.173913084,2.391521784,19.29836879
9,10586,1999/3/8,1999/3/10,2,-2.127659507,-2.691284607,16.60708418
9,10586,1999/3/8,1999/3/11,3,-3.260869533,-4.023999933,12.58308425
9,10586,1999/3/8,1999/3/12,4,0.842696615,1.139138515,13.72222276
9,10586,1999/3/8,1999/3/15,5,-0.835654605,-1.763957605,11.95826515
9,10586,1999/3/8,1999/3/16,6,-6.741572917,-6.615142117,5.343123038
9,10586,1999/3/8,1999/3/17,7,0,0.5089222,5.852045238
9,10586,1999/3/8,1999/3/18,8,0,-1.218029,4.634016238
9,10586,1999/3/8,1999/3/19,9,0,1.226022,5.860038238
9,10586,1999/3/8,1999/3/22,10,2.108433656,2.386710256,8.246748495
9,10586,1999/3/8,1999/3/23,11,-0.884955749,1.721435251,9.968183746
10,10623,2003/7/14,2003/6/30,-9,-1.225398853,-1.100529153,-1.100529153
10,10623,2003/7/14,2003/7/1,-8,2.443607524,1.765997524,0.665468371
10,10623,2003/7/14,2003/7/2,-7,0.733947754,-0.533318246,0.132150125
10,10623,2003/7/14,2003/7/3,-6,-0.364300096,0.278862704,0.411012828
10,10623,2003/7/14,2003/7/7,-5,2.157221735,0.373549735,0.784562563
10,10623,2003/7/14,2003/7/8,-4,1.145310234,0.682457534,1.467020097
10,10623,2003/7/14,2003/7/9,-3,0.849256106,1.162170606,2.629190703
10,10623,2003/7/14,2003/7/10,-2,-1.087717433,0.224391567,2.85358227
10,10623,2003/7/14,2003/7/11,-1,2.873357385,1.979461385,4.833043656
10,10623,2003/7/14,2003/7/14,0,-0.172411161,-0.903257261,3.929786394
10,10623,2003/7/14,2003/7/15,1,0.172708929,0.595718829,4.525505223
10,10623,2003/7/14,2003/7/16,2,0.103450648,0.708441148,5.233946371
10,10623,2003/7/14,2003/7/17,3,-0.413368363,1.035407637,6.269354008
10,10623,2003/7/14,2003/7/18,4,1.176064182,0.112439182,6.38179319
10,10623,2003/7/14,2003/7/21,5,-0.410259282,0.904224718,7.286017908
10,10623,2003/7/14,2003/7/22,6,1.270171162,0.347732862,7.633750769
10,10623,2003/7/14,2003/7/23,7,0.271186186,0.058037086,7.691787855
10,10623,2003/7/14,2003/7/24,8,-0.270452746,0.308713054,8.000500909
10,10623,2003/7/14,2003/7/25,9,1.355930883,-0.125508117,7.874992793
10,10623,2003/7/14,2003/7/28,10,1.521738898,1.530905803,9.405898596
10,10623,2003/7/14,2003/7/29,11,-0.628510164,-0.058726164,9.347172431
11,10650,1998/12/21,1998/12/7,-10,0,-0.8840275,-0.8840275
11,10650,1998/12/21,1998/12/8,-9,0,0.4007959,-0.4832316
11,10650,1998/12/21,1998/12/9,-8,2.702702768,2.569034468,2.085802868
11,10650,1998/12/21,1998/12/10,-7,-2.631578967,-1.116737967,0.969064901
11,10650,1998/12/21,1998/12/11,-6,0.900900923,0.961042973,1.930107874
11,10650,1998/12/21,1998/12/14,-5,-0.892857183,1.161753817,3.091861691
11,10650,1998/12/21,1998/12/15,-4,-4.504504427,-6.128336427,-3.036474736
11,10650,1998/12/21,1998/12/16,-3,-1.886792481,-1.840669001,-4.877143737
11,10650,1998/12/21,1998/12/17,-2,-1.923076995,-3.389802995,-8.266946732
11,10650,1998/12/21,1998/12/18,-1,0,-0.6681757,-8.935122432
11,10650,1998/12/21,1998/12/21,0,0,-1.347214,-10.28233643
11,10650,1998/12/21,1998/12/22,1,0,-0.00290064,-10.28523707
11,10650,1998/12/21,1998/12/23,2,1.960784383,0.040932383,-10.24430469
11,10650,1998/12/21,1998/12/24,3,11.5384616,11.55641298,1.312108287
11,10650,1998/12/21,1998/12/28,4,0,-0.1701765,1.141931787
11,10650,1998/12/21,1998/12/29,5,0.68965517,-0.43100883,0.710922957
11,10650,1998/12/21,1998/12/30,6,-8.620689809,-8.130294209,-7.419371252
11,10650,1998/12/21,1998/12/31,7,9.433962405,8.929617705,1.510246452
11,10650,1998/12/21,1999/1/4,8,-10.34482792,-10.26257747,-8.752331018
11,10650,1998/12/21,1999/1/5,9,5.769230798,4.581275798,-4.17105522
12,10656,1985/1/11,1984/12/27,-10,0,0.4012827,0.4012827
12,10656,1985/1/11,1984/12/28,-9,0,-0.2602557,0.141027
12,10656,1985/1/11,1984/12/31,-8,7.182320207,6.686952607,6.827979607
12,10656,1985/1/11,1985/1/2,-7,1.030927803,1.904855903,8.732835511
12,10656,1985/1/11,1985/1/3,-6,0,0.3193363,9.052171811
12,10656,1985/1/11,1985/1/4,-5,-0.510204071,-0.103135771,8.94903604
12,10656,1985/1/11,1985/1/7,-4,-2.051282115,-2.312402615,6.636633424
12,10656,1985/1/11,1985/1/8,-3,0,0.04403046,6.680663884
12,10656,1985/1/11,1985/1/9,-2,-1.04712043,-1.69816923,4.982494655
12,10656,1985/1/11,1985/1/10,-1,0,-1.707537,3.274957655
12,10656,1985/1/11,1985/1/11,0,-1.058201026,-1.004598496,2.270359159
12,10656,1985/1/11,1985/1/14,1,2.139037475,0.735151475,3.005510634
12,10656,1985/1/11,1985/1/15,2,2.617800981,2.312564281,5.318074914
12,10656,1985/1/11,1985/1/16,3,2.551020496,2.153480396,7.47155531
12,10656,1985/1/11,1985/1/17,4,0.497512426,0.577873856,8.049429166
12,10656,1985/1/11,1985/1/18,5,1.386138611,1.060324911,9.109754077
12,10656,1985/1/11,1985/1/21,6,1.470588241,-0.540771759,8.568982317
12,10656,1985/1/11,1985/1/22,7,0,-0.2492886,8.319693717
12,10656,1985/1/11,1985/1/23,8,0.483091781,-0.522775219,7.796918498
12,10656,1985/1/11,1985/1/24,9,-2.403846197,-2.286383897,5.510534602
12,10656,1985/1/11,1985/1/25,10,-1.477832533,-1.909260833,3.601273768
13,10769,1996/10/30,1996/10/15,-11,3.333333507,3.475349507,3.475349507
13,10769,1996/10/30,1996/10/16,-10,0,-0.08908642,3.386263087
13,10769,1996/10/30,1996/10/17,-9,-4.838709533,-5.090037133,-1.703774046
13,10769,1996/10/30,1996/10/18,-8,0.847457629,0.479002529,-1.224771517
13,10769,1996/10/30,1996/10/21,-7,-0.840336177,-0.598348477,-1.823119995
13,10769,1996/10/30,1996/10/22,-6,0,0.6108071,-1.212312895
13,10769,1996/10/30,1996/10/23,-5,0.847457629,0.821217549,-0.391095346
13,10769,1996/10/30,1996/10/24,-4,0,0.4389054,0.047810054
13,10769,1996/10/30,1996/10/25,-3,1.680672355,1.863054755,1.910864809
13,10769,1996/10/30,1996/10/28,-2,-1.652892493,-1.092930093,0.817934716
13,10769,1996/10/30,1996/10/29,-1,0,-0.2469015,0.571033216
13,10769,1996/10/30,1996/10/30,0,3.36134471,3.362665076,3.933698292
13,10769,1996/10/30,1996/10/31,1,-1.6260162,-2.2466886,1.687009693
13,10769,1996/10/30,1996/11/1,2,0,0.1559983,1.843007993
13,10769,1996/10/30,1996/11/4,3,0.826446246,0.540426446,2.383434439
13,10769,1996/10/30,1996/11/5,4,2.459016442,1.600848842,3.984283281
13,10769,1996/10/30,1996/11/6,5,-1.087999996,-2.457032996,1.527250285
13,10769,1996/10/30,1996/11/7,6,0.8130081,0.4023491,1.929599385
13,10769,1996/10/30,1996/11/8,7,1.209677383,0.834492183,2.764091569
13,10769,1996/10/30,1996/11/11,8,-1.195219159,-1.396697059,1.367394509
13,10769,1996/10/30,1996/11/12,9,2.419354767,2.593049967,3.960444476
13,10769,1996/10/30,1996/11/13,10,0.787401572,0.598699172,4.559143648
13,10769,1996/10/30,1996/11/14,11,0,-0.5901211,3.969022548
14,10812,2003/8/26,2003/8/11,-11,2.469137497,1.975981497,1.975981497
14,10812,2003/8/26,2003/8/12,-10,1.441771723,0.412057723,2.388039221
14,10812,2003/8/26,2003/8/13,-9,1.745912246,2.185503646,4.573542867
14,10812,2003/8/26,2003/8/14,-8,-0.194556976,-0.742740276,3.830802591
14,10812,2003/8/26,2003/8/15,-7,-1.325536706,-1.435371706,2.395430885
14,10812,2003/8/26,2003/8/18,-6,3.555905446,2.581653646,4.977084532
14,10812,2003/8/26,2003/8/19,-5,-0.038146973,-0.475064873,4.502019659
14,10812,2003/8/26,2003/8/20,-4,-0.61068642,-0.49084622,4.011173439
14,10812,2003/8/26,2003/8/21,-3,-0.96006142,-1.38984632,2.62132712
14,10812,2003/8/26,2003/8/22,-2,-2.016287111,-1.009295111,1.612032009
14,10812,2003/8/26,2003/8/25,-1,-1.464190055,-1.378786685,0.233245324
14,10812,2003/8/26,2003/8/26,0,1.084339246,0.776265846,1.00951117
14,10812,2003/8/26,2003/8/27,1,0.437030615,0.230311615,1.239822786
14,10812,2003/8/26,2003/8/28,2,1.819616556,1.118719756,2.358542542
14,10812,2003/8/26,2003/8/29,3,-1.126647275,-1.651899675,0.706642867
14,10812,2003/8/26,2003/9/2,4,2.436145023,1.107574023,1.814216889
14,10812,2003/8/26,2003/9/3,5,-1.304181665,-1.767581765,0.046635124
14,10812,2003/8/26,2003/9/4,6,4.352898896,4.102253296,4.14888842
14,10812,2003/8/26,2003/9/5,7,-2.309127897,-1.770500897,2.378387523
14,10812,2003/8/26,2003/9/8,8,1.143732946,0.110556946,2.488944469
14,10812,2003/8/26,2003/9/9,9,-1.130799577,-0.378612277,2.110332193
14,10812,2003/8/26,2003/9/10,10,-0.800606515,0.530984485,2.641316677
15,10905,1996/12/17,1996/12/2,-11,4.545454681,4.492517941,4.492517941
15,10905,1996/12/17,1996/12/3,-10,0,0.6771734,5.169691341
15,10905,1996/12/17,1996/12/4,-9,2.173913084,2.492075884,7.661767225
15,10905,1996/12/17,1996/12/5,-8,0,0.06057469,7.722341915
15,10905,1996/12/17,1996/12/6,-7,0,0.7241935,8.446535415
15,10905,1996/12/17,1996/12/9,-6,-2.127659507,-3.517836507,4.928698908
15,10905,1996/12/17,1996/12/10,-5,3.260869533,3.505889333,8.434588241
15,10905,1996/12/17,1996/12/11,-4,1.052631624,1.979722224,10.41431046
15,10905,1996/12/17,1996/12/12,-3,-1.041666698,0.176256302,10.59056677
15,10905,1996/12/17,1996/12/13,-2,0,0.2682714,10.85883817
15,10905,1996/12/17,1996/12/16,-1,1.052631624,2.104689624,12.96352779
15,10905,1996/12/17,1996/12/17,0,5.208333209,4.750838809,17.7143666
15,10905,1996/12/17,1996/12/18,1,0,-0.8294441,16.8849225
15,10905,1996/12/17,1996/12/19,2,0,-1.575601,15.3093215
15,10905,1996/12/17,1996/12/20,3,0.990098994,0.680715794,15.99003729
15,10905,1996/12/17,1996/12/23,4,1.960784383,2.278090783,18.26812808
15,10905,1996/12/17,1996/12/24,5,0.961538497,0.490158797,18.75828687
15,10905,1996/12/17,1996/12/26,6,-1.904761977,-2.475000177,16.2832867
15,10905,1996/12/17,1996/12/27,7,-0.970873795,-1.166885595,15.1164011
15,10905,1996/12/17,1996/12/30,8,2.941176482,3.136120482,18.25252158
15,10905,1996/12/17,1996/12/31,9,-0.952380989,-0.011058389,18.24146319
16,10961,2001/7/18,2001/7/3,-10,3.067484871,3.240897671,3.240897671
16,10961,2001/7/18,2001/7/5,-9,4.761911929,5.971986929,9.212884599
16,10961,2001/7/18,2001/7/6,-8,1.477274019,3.693449019,12.90633362
16,10961,2001/7/18,2001/7/9,-7,1.231798995,0.660681795,13.56701541
16,10961,2001/7/18,2001/7/10,-6,2.1017652,3.5272462,17.09426161
16,10961,2001/7/18,2001/7/11,-5,-0.866738148,-0.639256348,16.45500527
16,10961,2001/7/18,2001/7/12,-4,0.765034463,-1.590865537,14.86413973
16,10961,2001/7/18,2001/7/13,-3,1.409979537,0.872809837,15.73694957
16,10961,2001/7/18,2001/7/16,-2,-0.748670008,0.414405992,16.15135556
16,10961,2001/7/18,2001/7/17,-1,0.754317362,-0.308784638,15.84257092
16,10961,2001/7/18,2001/7/18,0,-1.60428416,-0.92010026,14.92247066
16,10961,2001/7/18,2001/7/19,1,1.521742903,1.007324603,15.92979526
16,10961,2001/7/18,2001/7/20,2,0.642392552,0.933811652,16.86360691
16,10961,2001/7/18,2001/7/23,3,-1.276594587,0.188935413,17.05254233
16,10961,2001/7/18,2001/7/24,4,-1.831897348,-0.207453348,16.84508898
16,10961,2001/7/18,2001/7/25,5,-1.207460556,-2.575027556,14.27006142
16,10961,2001/7/18,2001/7/26,6,1.111115329,-0.038252671,14.23180875
16,10961,2001/7/18,2001/7/27,7,3.137351945,2.808410045,17.0402188
16,10961,2001/7/18,2001/7/30,8,1.234574802,1.352730402,18.3929492
16,10961,2001/7/18,2001/7/31,9,-0.221734564,-0.711528064,17.68142114
16,10961,2001/7/18,2001/8/1,10,-1.116667874,-1.618642974,16.06277816
16,10961,2001/7/18,2001/8/2,11,0.230352068,-0.092163632,15.97061453
